post_text,stars
мастер работ торг эт сид девушк пришл магазин заодн дел обычн жалов отсутств клиент ко мо коллег девушк подход плюс посто недавн чист нож нож отрез больш кусок получ общ истерик смогл взят мам паник истерик зна палец момент общ помощ палец выгляд посто ко ход наверн неприятн видет дел нов стан ко вид рук лиц понима увиж пристрел люб работ,9757
знает дел дан крыш дом зна стрел поздн мам сестр никогд задумыв мам род спуст сестр сестр ненавиж мо внима вчер пришл обычн дом услыш мам бабушк сестр родн мам дорог мозг цел услыш сраз звонк дел зна долг люб пристрел,12582
когд уб мо парн звон работ отпра ним будуч крайн нервн состоя хват ста водк помн наутр проснул ясн отпра дом похорон последн момент приех родител курс чувств поех пил оказ постел друг сказ горд полив гряз район ,6999
встрет девушк мечт жизн встреч реш жит вмест отец оказ серьезн сраз понра прост пар обычн сем предлож денег пригроз серьезн пробл люб прод итог универ быстр радостн встрет отпра служб дом вернул люб живет заб тепер работ заб любл зна дела ,9712
мо спин танц лучш подруг мо мам вмест уч школ универ дар мил игрушк эт жил дач ,-2484
хотел пар приж стен сотряс мозг  рассчит сил,6217
хож маленьк продавц сто метр интерес вопрос смотрет телефон прежд реш есл улиц зад вопрос есл компа молч смотр оч быстр тер люб магазин зад вопрос котор знак человек последств ужас месяц пережив котор никт зна пробл идут прич незнак скор старш ним разговарив ,6398
врод захотел найт сво нашел зан сво здоров спорт русск заним спорт общ класс дед войн поэт воспит здор определ момент организац попрос одн котор шок зая назв пыт окн этаж короч ел сиж дом бо выйт милиц вариант дом мат уб дурак сраз пон ,6411
муж уех командировк дня придет итог ден рожд сын провел друг город мал вмест х дне недел присл фотограф мо муж ребенк рук ребенок друг человек помеш подар мальчик детск деньг больш проблем шала кольц мо жизн эт узн нашл сво сын привез жизн поруг намек изм сторон командировк ,8011
работ одн мест молод поним отнош работ сложн вещ итог встреча голов коллег знал спуст месяц нашел работ выш ещ месяц расста пришел нов ним бывш знает работ скрыв отношен бывш хочет вернут приход днях работ обратн ,-2383
работ начальник отдел подошл девушк работ финанс недел процесс пот соста нан сдел когд начальств получ отдел девушк муж звон брат звон дружн приезж ко работ бабушк инвалид мо машин двер стекл ущерб суд взял вин мо стар добр родител узн точн бабул зон случайн  мозг,8519
бьет жен сильн мужик избив дает тяжел книг сил дат кулак психическ провер зна заним ответ сил мог бил женщин пыт держ рук орет сосед начин двер бьет глаз ребенк ем повод удар стат абсолютн люб друз родител развод представл жизн сын развод гроз дат дум лиш родительск прав сын ангел дела попыт снят запис дела милиц стыдн зна дела пристрел,8348
никогд люб друз котор групп поех лес весн поп авар недел леж увидел знаком сер недел навещ родител пришл  куч друз,7589
готовл поступл специальн выбр очередн приезж мамин подруг женщин мамин др мам гинеколог уч бесплатн глаз хоч жизн смотрет ног сво мамин пристрел,5750
эт замкнут круг крайн мер недел звон сестр прос забр ед город собир вещ квартир нача мам умерл отц каза глаз похудел пошел встрет женщин помог нач встреча переех невозможн сестр мамин смерт пожен снял отдельн квартир забеременел берем сложн фактическ жил больниц сводн брат род леж детск тепер мир крут люб мелк дом начин сканда мачех бьет сестр кид пап отец ответ матер сын забр сестр дает долж мыт пол ребенк  уста,5923
мам стаж выкидыв практическ метр собир пол квартир мо комнат коробк древн слом мамин пуст банк тд мамин комнат туп сложн пройт окн вещ реш куп холодильник стар мам стар выбрасыв кухн сто слом стиральн машин выброс жалк мог  мамочк,5629
проснул незнак квартир кроват мужчин лучш друз слов дел ним мужчин отвез дом улож спат иб пьян слов связ час вечер дом зна дела  незнак поступ друз отец,7336
когд жен дом дочк кот дочк сильн плака реш отвезт кот когд вернул жен объясн ситуац доба дума кот нуж жен голос кот поя кот выпуст кот сиж дочк втор сутк перер сон ед кот  прин стол,5954
поех работ дел коллег нрав единств вид чувств душ тепл счаст хорош повод пообщ узн друг друг общ обычн процесс диск д числ фот устан прекрасн мил пар минут поворачив диск д плак отношен ,5678
выхож замуж куп свадебн отд штук дел сегодн обед выскоч вход мо продавщиц вис отд свадьб стреля,4620
сын ним залез дост оттуд паспорт ключ машин слож сво пакетик кат улиц прич гул пошел муж муж идут деньг тп соверш спокойн сын пакетик  пойд бог мест,6213
жив родител универ нашел хорош работ сиж вечер смотр заход отец попрос доба тыс рубл домик деревн предк собир уход тих дернул черт идт  леж больниц перел деньг естеств,5835
кур реш куп пачк сигарет р кинул поп балкон балкон сосед нафиг сгорел долж руб ,5372
шел толп люд телефон тепер долж руб родител отец пьет студент маленьк стипенд возвращ наверн ,4721
уч друг город курс мат пос деньг недел учет ед одежд учеб интернет д универ дел зада деньг больш матер прос дел друз стыдн сиж каф друг пришел денег сид куш суп съел взял общ долж рубл ел нормальн мат присл деньг сможет меньш недел пристрел стыдн ум наход черт деньг куш нормальн,7454
работ зарплат набр кред штук месяц перв числ отпуск  ,4244
мо мам интерес мужчин встреч чит стар куч пробл услыш важн пойдет таск мужчин доход мужчин сто спин прочит мо отнош хорош ведут мам хочет встреча зна хочет муч пристрел короч,7280
вчер бывш девушк уех нов парн сем реш убеж парн общ рассказыв предлож уех сегодн звон номер помн вышл дал знает наход назыв зовут телефон мужик нерв смогл номер знает дом ник собак девушк начин собак собак парн парн зовут питер эт зна знал зат сраз любов  остан полиц зна город,7800
умер муж месяц прож вмест плох вспомин рев заставл вспомин плох пил страд пам хран счастл потер страшн тер проблем общ счастл семейн друз зовут хочет посл сидет дом пристрел,6568
недел кошк наказыв луж туалет оказ ,7044
напис котор люб хочет встреча ответ посл получ,5048
откладыв деньг прис отец рад жизн рад всяк врод квартир неплох одежд отказыв достаточн трат прис пап карм дни рожден праздник рад конц накоп пар недел сумм ост мо универ мат куп больш част стоимост отд мо пит ближайш пристрел,8028
мамин сестр родн тет умир рак нек ухажива дочк умерл прошл двум внук нужн мо мам собр ех перенесл тяжел операц глаз плох вид деревн москв мест глаз приним лекарств главн услыш фраз отказ еха ел пил счет брос сестр вдво дво маленьк дет устр неплох работ муж поч должн брос сем ех родн внук тет живут втор мамин фраз доб равн забир умр лучш мат родн,5710
бюджет курс куч хоч забр документ вуз долг сдат иб ост пар недел пар законч предъя счет мо специальн сто,-383
получ момент жизн поруг одн близк друг когд вообщ здоров говор рак ид посл стан отнош врод прошл месяц диагностиров рак ,10784
шли друг слов слов отработ друг телефон рубл когд ситуац реш друг сбил ног друг сторон врод знает прикол эт происход центр город проход десятк люд ладн противоположн сторон улиц сто тро порядк интерес наблюд ,6912
доч одн единств доч заним спорт больш свет хоч счастлив собир замуж человек безумн люб люб ним знак хорош счастлив молод скор придет жит дет понима выбор вряд разниц зна дела стрел,6373
сво люб любим люб люб долж сердц,4174
удобн ход туалет держ двер сдел двер туалет дырк так мягк кошк нос сиж двер выход свет дырк кошек черн смотр дума туалет дум наверн одн кошек зовут реш пальц кра правд бел посидел встал вышел свет слыш подхож двер балкон кошк,12328
богат плеч ,5505
девушк дан момент готовл поступл лучш вуз вчер мо парн приглас гост общ друз испытыв хроническ алкогол вып пар последн жив вмест пошл час ноч дом буквальн тащ такс приех дом машин пок проход мужик помог выйт такс тип мо пьян мч ко прист выл мат бедн мужик поб ел дня прихож универ сдав экзам мужик ве экз кос смотрел ,7814
придум парн шикарн подарок гот недел получ ответ сайт прочит интересн способ точн итог  стар зря,4381
женат пар жен устр сюрприз развел пришл иск нов квартир оформ кред кризис ним кред отд практическ зарплат отпуск подарок ник куп остатк хват ед ,3960
женат месяц знак встреча отб друг сним квартир счастл свет дом рук леж больниц операц врод месяц переех мест жит друз понесл дом пон хвата друз хочет нрав дом кин домашн занима жит хочет любл мозг хочет пож отдельн тер хочет мест мог дел зна ,4580
мо мам некрас лиц комплекс,9461
поруг жен переех жит подруг пар недел обща дум жит врод нормальн хваст золот тип мам повер мам праздник ссор ко тещ дом максимум подар холодильник дел вид повер мамин подарок смог мысл изм ссор свод ум сцен волн недавн точн сильн любл жит смог поэт пристрел,3953
мо люб вис долг одн человек кред штук мелоч взят особ студентк стипенд небольш нужн выплачив сним квартир общ сдел вид устр помощник помог провод зарабатыв встреч обеспеч мужчин провод мог инач люб мягк деньг отд нов ,9332
проход тяжел сумк рук ем приспич зла сумк лиц больниц перел нос мам разговарива ,6132
сын нашл неправильн корм ребенк гол выходн ест обычн ед бабушкин люб бабушк дела ест ребенок последн вмест сын молч ,7657
доч матер расст беремен высш сем ил зарабатыв хот люб случ мат жил пью дурак пристрел человек кол возможн дел родн дочер деньг месяц личн жизн полн дет замуж общ ребенк однажд поя насто отец родн доч видел мо пристрел общ,10219
месяц полож стол неплох пошл подъезд пыт никак злост кист прав рук никак джинс сто ор гор дик больн кож загорел бил рук джинс дом рук больн кров мат рук посад машин поех срочн налож вообщ спуст месяц рук работа лев рук ,6952
познак привяз ко кажд фигн дел привыкл смир эт ос начальник раздел групп назыв кажд групп работа контакт телефон общ мо возлюбл посмотрет книг итог час сопл слез объясн см см мч ушел уб вер отвеча ,6240
долж приех дня получ дум сдел сюрприз приезж родител счастлив друз саж машин бер цвет ед любим минут приезд звон скор успел тд приеха пристрел,2752
живет дом знает вызыв милиц двер открыв ник родител узн дач окн разб залезл уех приглас подруг час ноч входн двер подруг попыт вырв получ удар ребр потер выпуст час схват летн вмест летн квартир предмет ребр,8714
нескольк квартир квартир резк работ завел куч друз главн собир замуж сторон друг начин ад мо родител об соглас переех ост росс вынужд б брос обязательн брак недел д з претенз трудн обращ вниман обращ вниман мен разрыв сторон люб родител люб работ кажд семейн встреч заканчив слез сторон доч свадьб родител приех,4953
богат родител детств лучш родител нач ед хорош пищ вне дом ход ед дом вообщ последн деньг покуп сиж вопрос поч куп ед дом спокойн лиц дочк должн доб жизн сидет ше выясн подозр ,7758
знает американск девочк дел груд придет груд школ вчер глаз школ туп подруг кофт полезл лифчик школ сним килл ми придет школ,8810
собр друг оста квартир налож ед суток ушел спокойн кот дел знал дом мо квартир состоян мам прошел оста стол пол цвет земл провод телевизор пакет туалет порв разорв мелк улиц труп оста одн откр гул об коридор картин квартир общ кошмар мо,5231
сильн испуг вид помн понятн х помн старш родственник смех убег друг комнат секунд появл бо жутк вещ недавн контакт групп наткнул поня трясет страх сраз смогл выключ закр ноут ноч сплю плох толк равн пристрел,2413
случайн встрет метр парн люб протяж нрав след позв гуля час приеха тепер стреля,3550
мо сын котор зарабатыв деньг перевод одн деньг плох род высш образова зарплат отнош сын молодец насто мужик пок горд работа растет запрещ материальн возраст помн рев всяк трат деньг куп телефон одежд модн накоп нов окн кухн куп набор интернет подар ведет мужик детств собств ребенк пристрел заслуж ше,9334
мат привел жит месяц смерт отц муж знал слыш назыв сем сем разговор хоч отц ,5930
больш дружн люб сем родител тро дет старш брат получ хорош детств уч язык английск свободн родител обеспеч могл позвол учеб границ вид поездк познак реб стран поддержив отношен недавн молод герма предлож приех ост жит прав закон жен влюбл никак отец бабушк погиб велик искр ненавид немецк погибл брат сестр стольк сво адрес сем вмест аргумент ужасн слов пристрел,3738
жен прож совместн ребенок наканун квартир ост дне соверш влюб работ собир уйт жит двушк достаточн состоятельн мч пристрел,3415
однажд дал девушк хотел вернут шутк когд брос верн прихож работ сосед комнат мол попрос уб представл жизн,5304
реш сдел жен куп дорогущ дух прихож дом аккуратн столик кроват ид пом возвращ спальн жутк удар гол смотр жен мол отвеча посл собр вещ уеха ,6939
мо отец люб хотел сын получ доч приним отд хотел корм запир комнат начин мат мат пыт помоч знает сын умерл мат ушл дом прошл отц видел встрет отличн парн котор назнач свадьб сраз реш зват пап свадьб стольк прошл отец отц посл письм жен фот дат пришл ответ хоч видет сын официальн стан лучш б позор отц  реб,13713
влюб лучш друг девушк идеальн сидел каф удивл девушк заход каф друг парн сидел наверн друг брат начин заказыв вин мил смотр телефон друг поцелов губ уход проход пят минут сюд заход лучш друг пуст вин спрашив отвеча встрет подружк обним сиж угл понима настольк люб вряд хоч разбив сердц ост дом,5269
мо мч уех пап случ пап кажд вечер созванив говор друг друг друг неожид виж магазин центр машин вмест позвон минут говор отц вернут конц конц выдерж поним разговарив ним ,7423
окол парн расста спуст некотор начин засып реш попробов внов встреча пар дне друг рубл встреча  проститутк сто,5065
дожд центр родн город котор быв практическ ост денег средств связ сигарет вспомн леж сумк прид дом килл ми плиз,-2359
всегд слегк страшн горд мужчин вообщ пьет прож вмест недавн увол работ сорв зап алкоголик бож коротк срок мил преврат насто переех родител плач тепер понима свадьб ребенк родственник случ заявл загс звон мат должн должн помоч хорош мужик отрез любов тошн люб плач мечт счастл сем ,4931
работ тяжел деньг плат невыносим мат запрет выйт замуж люб велел зан помоч родител заработ сюд зарабатыв мо родител младш сестр дня жизн учеб дорог деньг куп машин квартир выход замуж постр деньг мо оформ мо сестр подар свадьб вопрос мам деньг зарабатыв сме оттуд найд обратн,15547
сегодн проснул час реш набр товарищ институт поедет институт насчет науч руководител дипл позвон мол институт нич ,8556
влюб мо девочк друж летн разл вежл пар мо подруг рассказ слуш молч развернул спин гол сраз след секунд удар спин вызв заболева нервн сист став прост вещ завяз нал леж больниц подруг вышл замуж уех мед месяц ,9147
мечт стат пис сво блог кажд недел коротк рассказ жизн мо сем описыв сем получ семейн случ предлож вед прочит сем хочет прят успех запрещ ,2808
младш брат интересн мальчик девушк хорош работ понедельник пятниц ноч престижн рестор город нашл телефон сто плат молод люд ладн дума парн фот заб брат подруг кид похож фот захож братик работ местн пристрел,4829
мо муж помеш смотр подряд момент невозможн нич словн вид слыш разговарив ним закатыв истерик бесполезн ребенок дня ребенок залез ящик шкаф слом происход комнат муж смотрел собир подав документ развод невынос дум муж горазд важн собств говор ,5750
род жив работ сегодн утр звон родн город сказ уголовн утр клиент котор покр забр сво заказ ушел пот красн краск зал лиц рук сиж красн рож пот нормальн матер сто ,5570
мо молод отнош мо квартир нашл след пап глаз смотрет стыдн пристрел,5097
пришел ко пошел пит люб последн разб поход квартир забр вещ ушел  влюбл дур ненавиж,7916
месяц мам внезапн плох болел денег мам тогд реш вал всяк ящик снял деньг сход знак врач куп лекарств мам след намн легч люб удобн случ пил взял долг посто работ долг банк тд тп ,4137
ближ конц страниц снач замет сутк сдач реш ,1700
мо мч чит  скидыв друг друг очередн кид истор сообщ стыдн сто чит волос гол давн пост ,5367
прошл знал сегодняшн дня поздн узн собеседова виз провер онлайн почт америк пуст работ нужн,4364
ярк воспомина мо детств тро избив мо друг когд законч друг леж луж собств кров будуч летн ребенк сто ним знал дела жив друг город сред друз спокойн весел человек младш брат увидел избив парн младш брат каз словн сладк нач избив брат пыт остан пыт порядк прав брат схват рук парн палк слом район сил наступ тепер брат разговарива счастл воспомина мо жизн крик вопл парн ,6606
шла темн смотр предмет включ свет ост ,-4182
увидел подруг карт реш ум сраз нач ко подход прост некотор нач одн брос парен умерл кошк трет потер кошелек тепер кос смотр обзыв ,3725
нашел сумк деньг рубл быстр пойм такс поех дом выход такс забыв звон такс узн номер машин попрос водител вернут оказ водител числ такс хрен говор бог взял водител такс счастл ,5678
пошл встреч подруг мен буквальн дом дум минут обратн реш потащ пит коф каф мо лучш подруг равн никт  подруг,7262
встрет мужчин встреч ним поп прекрасн секс коф пьет друз отличн поход держ рук компан подход бил рук уйд безумн надоел мо истерик призн влюб дел горд дума приступ откров влюб ужасн похож парн парн пристрел парн юбк практическ зерк смотрет мог,9096
ко посто друз одн девушк лиц врод вышел дум влюб жалел вмест полн познак провод свободн вмест ночн разговор телефон люб мо девушк жизн придурок тепер люб сдел мог подруг девушк ответ любл безумн счастлив вид ,5144
программист вечер игр предпочит трат свободн сильн прос огромн девушк получ восприним парн голос помощ специальн программ говор пиш мужск мо хорош интересн общ насто друз призн мог поймут пот игр девушк определ украш никак максимум леч бо девушек нрав поможет жизн скор приезж город командировк предлаг встрет вып мог сильн работ  надоел врат сво друз,3993
пришл став нов труб прихож дом ми плиз,5722
жив парн месяц привезл доч пар взаимн несмотр мелк практическ счаст есл мам ненавид ше врем девочк несмотр работа зарплат отд кред машин отвратительн привезл дочк пар провод сво собств сын закон одн забр дат бесконечн пар бо говор нерв рук крич сне тел  свадьб дня убьет,4848
мо муж порв документ ипотек собир полгод срок документ собр вещ ушел родител вмест игр интернет нашел работ ,3605
проблем перест лиц эт случ сильн удар голов сложн лиц поступ универ могл давн люд недавн сесс лиц девочк говор одн пришл безумн бо мозг ко врач идт страшн уговарив люд потрат лечен ,7092
телефон свекр запис звон запис привыкл иск списк удобн последн мест вчер дне рожд родственник захотел толп обрат внима телефон сын оста стол крупн звон стыдн дол родн шок муж развод ,5079
вчер дедушк умер полгод ребенк ,6297
ушл вмест гром сред ясн недавн вел друг пон идиот ве дневник пост любв ко хват вниман нежн вспомн дню спрашив любл говор пиш нежн смс работ ноч поворачив оказыв тих плак подушк обид глуп женск необход воздух специальн проявл любл любл жизн гот повтор кажд секунд нужн поздн счастл друг магазин ход вмест судьб виж живет улиц хоч ,9211
смен университет переех город последн недел жил рубл маленьк должн оформ родител денег ждал дня бож вчер карт счаст полн приход смс родител деньг сегодн универ нес нормальн дом метр встает ищ виж пол нуж стир конверт открыв мест проб тепер ещ недел ед пристрел дур реб,7180
ребенок муж детств бол женск нач замуж пыт нормальн забеременет получ выкидыш смерт шла врач ушл молод мо карт вынос общ слов бож дар муж общ муж нан жив месяц очередн поех плод мягк итог отпра срок сдел видел тяжел состоя муж ждал род б,6463
мо жен прич последн встает час дня встреч ребенк школ забот работ дом работа результат труд увидет рук прихож дом работ готовл ужин провер детск кормл сын пот отправл спат работа лож час ноч вста черт голод месяц мечт вид руг вид друг друг полтор час выходн провод вмест редк возможн нормальн смен график подним развод сто сво график помен приход работ выход ситуац виж  сын исполн,4905
курс бюджет шел красн дипл класс хотел стат числ иб заб поста практик конец прошл прич никт проблем восстан крайн сложн ,8553
любл муж посто лучш друг друг откров равн измен посто девушк спин подобн образ жизн удовольств работ муж поех каф каф друз хотел сест передн муж друг обидн развернул ушл завтр идут подав заявл развод  любл муж,5182
служ перед диск фотк свадьб мо сестр посмотрел оц реш пиш смс классн свадьб плат нос длин знал комплекс повод нос ним врод нормальн вечер мам мол сестр обидел совест реш напис смс мо видел ждал арм комплекс хуж отправл смс естеств ,6758
сним комнат квартир живет доч парн вчер хозяйк привел лев ним уех парн приех квартир пот пришл дочк хозяйк руг мам выгон мужик пот пришел пар нача пот нач драк парн сидел кухн нерв окончательн сдал пар пришел нож пошел момент телефон знал реш поех парн завтр реш поех посмотрет приех увидел балкон откр прич точн мо косметик частичн мелоч сравн зал завтр экзам ,7270
куп нов ноутбук ушел универ оста леж слегк кроват бабушк ,6345
законч вуз вышл замуж месяц родител дел врод виж ник мам работ муж работ дом работ мам посто зач нач занима никт придет рук опуск ладн вечер муж приход работ сильн дом выполн хочет сил можн сход погул бывш стыдн брат муж деньг вообщ прихож работ долж устан стиральн машин недел захож квартир сид руб злост взял сдел стыдн стал сид неужел молод законч подел сво мысл ,4769
нач небольш пробл уз женск случайн выясн почк молод предлаг прод равн люд разговор наход одн говор жит подар прям,6606
работ престижн московск компан каз пон дел стил офис женщин резк бол прям намек резк мест сад дух женщин ,3992
привяз парн целов жутк бо реш случайн кол толкнул прям гол прикол итог пролеж мин разб ,3035
пят класс забир школ сильн пьян отец уп эт видел класс мен недел перест вообщ учител постеп пиш ответ ост урок учител рассказ зад народ школ говор пят класс родител знают борот мог полгод настраив утр туалет встрет класс дик короч слов никт школьн психолог несет зна дела сентябр выпускн класс поступ говор помн разговарив сво ,12782
мачех ужас отч парен прихож дом мат работ врод нормальн прохож кухн комнат кра глаз замеч дум друг зашел комнат включ комп выхож комнат туалет стен слыш дом мо матер заход мол мам должн приход девушк зна мам  успел нов,7585
замуж ребенок вид идеальн сем рухнул месяц гот романтическ ужин муж позвон мужчин коллег мо муж мо муж бурн ром жен гот ответ дума жен помн пил водк собир вещ умерл стал муж люб жит звон прос смотр хотел голуб  ушл,5838
заказ вещ подар денег дал номер деньг снач пот понадоб р якоб быстр тепер пишет директор р денег итог нич вернут ещ мам ,2691
взял отпуск поех дач ед должн ост нов станц км автобус ход куп магазин водк бутылк ровн недел дом коробк продукт двер слом заб связ работа недел пит хлеб срыв куст сосед сегодн конч добр дом прибеж брат успел дач заб пришл лом двер ящик ед спрят дива котор спал ,7220
детств груд поэт счит груд резк выросл огромн почт размер пар хочет секс вид услыш друг телефон жал груд тел брос ,8677
развел ост получ выходн ждал хочет провод ним вод слуш рассказыв сидет исключительн нов сем слыш просьб магазин ревнов сводн нов пришл пап класс едет интересн прогулк прос встреч сдел позвон настраив работ нужн ненавид идет ок ,6534
поступ универ влюб полгод реш мягк посл предлож сохра дружеск отнош позв квартир отношен ноч пил приход всяк повод остав ноч секс раз леж мест пон вед универ избег общ приезж истор женск пристрел иб уст игр мо,6094
уех герма работа вышл русск род здор дочк денег равн хвата брак втор годовщин свадьб просидел рожд недел обнаруж переписк интернет приедет уед ребенк родител обсужд заним посл дня вчер приход вещ нов подруг выбир сиж дочк куп сердц разрыв част обид прож ним недел представля пристрел идиотк мам,6331
куп комнат нов реш пом стол подожд пот случайн стол скат пол разб нафиг итог пол мелк бесполезн пят половин рубл блин ,537
школьн встреч парн обуч уч больн гол девушк получ внима обращ мо парн постоя став молод всерьез тогд девушк говор умол брос пыт поговор недолг пошл мо парн рассказа угрож пыт пар брос отнош больн люд встрет улиц виноват жен девушк обед ухажив плох умеет ещ обвин будущ ребенк диагностиров жен хочет дел аборт пот дал развернул ушел ,8845
неч дел напис расстава любов форум социальн сет мо девушк прин сво счет пишет нашл друг любов предлож ост друз потер невест нескольк ,3540
муж заботл туфл хочет куп нов говор фильм обязательн жадн дел любл чист обидн  настаив подарк ум зп хват оплат сним комнат ед жив сним жил живет родител никак найдет сообщ мо,3947
полгод гол прилетел каз обычн ситуац ушиб гол болел итог сегодн перв показыв велик пуст просмотр мам реш под суд мо учительниц классн поп отпуст мо довод суд подав бесполезн поп соверш кажд тепер материнск долг пойт директор говор увольн увол под суд тепер вру насчет здор следств чист  скор,6750
замуж нач планиров ребенк интересн мнен должн сраз родд выйт работ дит зна скольк берут дом дальш воспитыв дет исключительн став угол лиш карм денег тд эт личн ребенк сме дум подн рук мо дет реб жив человек  остальн полност дик,6131
предпочит мо муж нрав женат пробл светл парик секс муж прос волос будуч натуральн аллерг дня сильн прост заботл дал оказ урод крас волос проснул голов волос сход вмест вызв скор гол пришл факт вообщ раст волос леж больниц оформл бумаг развод собир подав суд  совместн жизн поня жив,16551
вчер позвон подруг сестр парн нрав приглас брат театр билет настаив подар пошл каз мо родител отпуст денег оплат билет долг позвол рев шанс мам звон стоимост понима треб ,5412
удивл час магазин дорогущ банк никт конц дом смогл откр двер дом замок повел собак обнаруж операц сказ посл операц лекарств страшн понима происход сил вынес ,4392
умер люб прож мал сво мозг выброс вернул дом вон сильн едв разб лиц вышел двер иск кот подъезд сто свадебн гост х порч фотограф кот сопл стреля,15275
