post_text,stars
совс умер дедушк с мо бабушк прож вмест поэт бабул сложн переж я перееха неймн вот месяц жив сегодн пришл дом сво родител проведа мам поработа компьютер а главн чуж говор мам покорм хочу дом пойдеш созванива неделюскладыва ощущен нужн мам кмп,1346
полгод познаком парн фэйсбук замечательн встрет могл живет границ русск рассказыва об могл доверя вымест фотограф сошл ум скайп установ обща фэйсбук вконтакт профайл узна провернул подруг говор саш знают все говор так вещ пмп,1022
мо мам протяжен встреча женат мужчин люб ушл понялачт брос жен я видел страда изз разрыв в прошл сиж одноклассник на мо страниц заход мамин бывш предлага встрет мол хочет посмотрет измен я намека хочет узна измен мам пообща в ответ пишет вообщ нужн встреча хотел наверста при увер неотраз я влюбл в мальчикахт дума сорокалетн мужчин представля дедушк очен жалк мам искрен люб перенесл стольк страдан подозрев тип над узна есл мужчин пмп,1481
я ненавиж муж я полюб появ ребенок стал ним жит вмест но проблем хотел развод прежн жен развел спуст ним вмест жил расстава ним умоля хотел жит вмест и дума ребенк нуж отец отцовск чувств стран ребенк наш постоя недовол крич критик пожен ним спуст стал вмест жит врод налад вчер подъезд поджида женщин вызва поговор оказа мо муж рома работ род месяц ребенок спрос муж оказа кмп,1494
я поднима штанг сегодн реш позанима размя подготов занима домашн услов нача мал вес нача прибавля останов вес кг подня гриф сел саранч лев кист испуг ктот ползет отпуст лев рук гриф блин проб пол дырк дом стар бабул сниз случ сраз инфаркт подума войн в итог ремонт полапотолк инфаркт бабул пристрел,1874
я жив родител небольш квартир спальн родител комнат зал собира гост к кажд недел приход близк друз родител семейн пар ребенк и каза чем проблем я любл дет рад игра обща их дочер аутист для ребенк практическ существ слов люб вещ переста интересова выпуска рук пол дат ребенк хочет поднима крик квартир важн конфет мамин обручальн кольц ноутбук кот плафон люстр я пониман относ ситуац стара уделя девочк игра но времен дружеск вечер нача превраща ад сбега дом люб предлог ун техник слыша гост родител нача обвиня жесток эгоизм сказа хорош матер дет прежд прекрасн отношен улетуч пмп бессердечн,845
лет установ стеклопакет все квартир окон коп деньг пришл отказа отпуск вчер приход какаят комисс программ реновац хрущевок дом снос постав нов стеклопакет нам постав тк сто стреля муж дава обожд а разговарива,753
перв нов работ проектировщик женщин сиж штудир техдокументац изз приоткрыт двер слыш голос начальник отдел был молод красив взял посад работа эт нафиг баб здес холу угодническ заржа кмп,2357
вышл замуж залет втор ребенок залет разниц ровн недавн поня мужчин любл люб развод хоч дет содерж а лен шевел выход работ да образован средн доход упадет привыкл хорош жизн счет муж кмп ленив дрян,756
а муж хочет готов мамочка мамочк готов основн жирн жарен печет сладк я врод готовл неплох устраива в общ жарен никак варен пар проща печен поджелудочн здравств ожирениеуб отбивн,-526
вчер узналачт мо бывш парняс котор вмест нынешн девушк годовщин отношенийрасста ним месяц назадкмп,1015
врод прекрасн красив девушк спортивн машин неплох дел тридцат но выпив дошл пью следующ мысл собствен стал причин кмп бизнес начина одн друг подстав отня а девушк увел втор друг об счита брат знаком школ черт моральн уродкмп,2806
на спор выбр лобк слов хй на медкомисс военкомат оцен кмп,1498
я бо собак очен сильн в детств никт куса видел собач агресс отношен человек почемут бо особен больш похож волк медвед какт шла дом школ ближ вечер собачник собира ид стара идт виж лет огромн лабрадор я ужас кинул бежа успел закрича разогна услыша ног какойт булька звук смотр ног под мо ботинк тельц крохотн йокширск терьер я замет сшибл лап слома задн ног кмп лабрадор бежа хозяйк стоя нескольк шаг родител должн проплачива операц бедн собак,1277
ед дом заезжа двор сто скор начал дом подхож прош водител отъеха мол да проед встанеш мужик вежлив посла сдвинет не знаючт выбес постав машин дом вернул проткнул скор колес вечер узна соседк изз какогот деб проткнул колес скор умер не смогл отвезт реанимац кмп,5048
лежа дом одн диванчик примерн час ноч чита книжк комнат родител должн приеха минут минут слыш ктот скребет туалет дума труб чтот обраща вниман скребет сильн залезл одея углуб книг пот шорох стал громч какбудт ближ мне стал голов спрята одея минут стихл откр книг но ту я услыша ктот в родительск комнат храп я страх померл позвон подруг болта всяк ерунд приеха родител минут продолжа как вошл квартир вскоч кроват провер туалет ник не успел зайт родспальн оттуд мамин крик оперед меняан а кто постел за соб застила будет я ужас шарахнул комнат виж крова помят подушк придавлен ктот лежа кмп либ глюк либ какоет существ брод наш квартир сегодн попрос мам поспа мне,2394
мо мам умн приличн женщин имеет сво бизнес одн но умеет пит вчер ушл подруг друз появ виде идет точн пада мам орет таг пмп друз мам разочарова,-418
когданибуд хотел похож жаб дума особ последн пар дне становл так в общ покуша супчик универск столов тол аллерг стран тол совпаден общ наруш отток слюн желез куша разбуха огомн размер середин трапез куша шевел говор больн пот отек спада нов стоматологхирург котор обрат прописа препарат пью приход понедельник пот похож свинк обычн проблем орган итак пмп инач сдохн бол отвращен,620
последн катастрофическ везет как личн жизн общ дума черн полос жизн ждал бел ан видим сер пошл черн за месяц стольк произошл для спал работ терминальн монитор тыр расплат сгорел любим флэшк гиг накр винт котор итжизн без восстановлен ремонтиру банкомат спал картридер взыщут сдох телефон отда ремонт молчат ема итшник чтож подход устройств сложн пылесос жду чтож пмп,1677
изз семейн обстоятельств долг историявынужд попрос жит сво молод человек примерн он поня приня с жив ним сестр однокомнатн квартир сестр младш в связ возника различн разноглас числ бытов почв но помн положен стара заткнут спор чувств ост оста привязан благодарн но страст исчезл быстр обычн заставля занима секс мне хоч замужеств совместн жизн так хоч пож свободн квартир снят позволя зарплат долг пмп уйт хотел некуд да стыдн переживан хорош,1663
вчер вечер науч открыва террариум убежа взросл паукптицеед укус смертел неприят любим питомец жил черт дернул убежа найт мог либ помрет голод либ недостаточн влажност либ прибьет тапк дедушк мечта сдела пмп глуп зверушк,1490
гуля лет подруг шли школьн стадион пор гуля собак к подбега болонк начина броса он небольш равн приятн виж сбок беж толстеньк парен видим хозяин вдруг псин вцепля зуб штанин я страх крич тряс ног пыта стряхнут вдруг меркнет теря сознан просыпа пар час больниц лиц опухл бол тел ноет бол ше оказыва хозяин псин душевнобольн вмест отцеп так дурн псин удар шокер ше я потеря сознан упа прям лиц подруг вызва милиц скор он ора обеща уб обижа бус лиц разбит опухш след ужасн ше шрам оста стреля,4369
я парен к перееха нов сосед пришл знаком их сын ровесник пок родител обща кухн пришл обща ним вид сам приятн полноват засален волос нестрижен грязн ногт зап пот пипец гост пришел он спрос разрешен посидет комп разреш сам реш пойт посмотрет телевизор сидет ним когд ушл посмотрел истор браузер увидел сидел гейсайт когд встрет след подобн вещ занима мо дом на посла хй за получ пуз вечер прибега папашк брызж слюн орет домога сыночк отказа удар егонет твар кинул подра разб нос свал тепер написа заявлен милиц домогательств нападен тип пристава сын отец кинул защища изб мо родител вер милиц пмп угод тюрьм там такое…,2122
длин праздник куп путевк далекодалек предупред собира вещ сын постира коечт приедеш сраз оденеш учеб пойдеш закрут час побежа выключ вод поскользнул поп разб кафел ногойслойн подставк мм стекл капитальн пореза ног паркет подня сосед зал милиц написа ремонт сдела поездк накр сын ход интересн предложен отказа зря теря поеха сдела татуаж неудачн кривоват дне глаз бров текл черн туш запекш корк звонок двер сын встает открыва бойфренд узна уеха дава потраха извин отвеча звонк пмп,1376
заочниц работа лаборант зарплат штук родител помога деньг начина неприятн аванс связ нов девочк бухгалтер деньг получ числ кошельк рубл потеря льготн студенческ подруг заправл дня подруг жаждет теря сил восстанов попаст работ дом проезд потрат рубл минимум стреля денег нет родител дела зна,882
как глупост смороз вер шеф коллег клиент девушк говор мог эскимос зим снег продава но мог проб сознан мам убед переста хлопота хозяйств есл упадет инвалидн кресл встанет пот остеопороз зашел так стад лома цел позвонк опасн появля больш скоплен люд толчок ход смотр идут привест паден как убед мам спокойн гуля дом идт ярмарк пристрел сестр заглядыва звон мам звон телефон бо поднима трубк больниц покупк стирк уборк взял наш братаинвалид мы взросл мам пристрел сдела мож чувству виноват мам плох кмп,1366
окол восьм месяц муж гост какоет друг зна и выясн сволоч сперл деньг наш кредитн карт карт нетронут обе кругленьк сумм все сопутств докт договор пинкодым лежа дом папк узна банк нашел мо родител угрожа за месяц естествен накапа огромн процент кажд днем сумм растет вол рок перееха др город жив съемн квартир одн зарплат ник доказа платитькмп,1201
мо отц уб подъезд наш дом порог квартир в мат вышл замуж компаньон отц он родн человек тепл относ матер род дет отношен ко ухудш я называ пап действительн отц поднима рук когд старш оплачива мо обучен помога я ним советова совет все душ в прошл суббот приеха родител матер отчим крепк вып разговор душ заказа тво настоя отц взросл мужчин долж знат я спрос знает мат ответ знает зач рассказа зач став так ситуац срок давност убийств вышел он говор я любл мат брат отец кмп разрывн голов,3370
расскаж кратк вов рл е отец игра вов с дочер серьезн отношен скор свадьб в сво ганка хант ств за свадьб отец увидел мо окн чар в итог свадьб причин ганка хант пмп,2796
мне летуч институт платномлет подрабатыва получ приличн сумм денегзаплат перв полугод учебы втор остав потомв итог вытаска заначк половин нужн сумм платеж подход уже доста ум приложутк родител мог сказатьдом элементарн денег хлеб в общ стреля дробовик,867
поеха студ программ работ америк друг реш еха мест готов контракт поеха знакомойкогдат вмест уч активн зазыва рассказыва город куч работ пот выясн нужн дом плат сосед съеха работ естествен оказа итог потеря недел работ денег перееха город на юг мор дума работ хренушк мест заня туп сидел куриц дом друг дела буха телок цепля подбива тем тепер чуж стран денег гран нервн срыв жизн узна прихватыва сердц хоч дом росс отказыва меня билет говор недел я протян стольк кмп плиз,887
в понедельник еха работ ужос в общ воскресен бурн спал ноч жив бутов работ савеловск знает ветк метр еха мне повезл сел организм восприня сигна ко сну в итог просыпа деполадн дума страшн опозда щас проед каза еха недолг алтуфьев савеловск но засыпа просыпа бутов толчк бок не мог сдержа негодован я всетак доед работ в итог дела трет попытк он увенча успех тольк пор сумк нашл айфон пмп,1191
все универ вруч повестк военкомат присла связ продлен призыв я пошел военкомат медкомисс дик перенервнича осмотр терапевт тепер гоня врач больниц подозрен гипертон дистон при боя замер давлен анализ тд мог справ но объясн врач невозможн обследован показыва порядк и поймеш ошибк изз волнен дел чтот стрясл ход врач хоч бо залечат и госэкзам в бега универ больниц военкомат полтор месяц жив затравлен заяц диплом дадут начал июл отсрочк истечет и освобод арм сво диагноз вряд получ вот перспектив оконч университет уйт арм диплом куч диагноз шанс попаст нормальн част пмп,912
пришел военкомат прошел мед осмотр вынесл решен времен год воен служб получ отсрочк полгод выда повестк ноябр позвон военкомат сказа зайт коекак документ провер пришел отня повестк сказа го июн вещ арм как так наивн идиот неудачник одновремен не пойд пристрел,1252
к год потеря зуб с детств ухажива полост рта кур чищ зуб недешев паст сладост злоупотребля ситуац гниет оста зуб запломбирова пломб рушат снаруж пожелтел сильн коегд эмал сход быва стоматолог полгод регулярн меня пломб леч нов кариес периодонт в общ вчер ортопедическ клиник средн ценов категор консультирова насчет протезирован тк масс зуб труд разговарива обследован показа коронк став полност перелечива по смет лечен протезирован итог получ тыс руб мо зарплат жив съемн жил пристрел,1829
никогд хотел дет не противн прост нрав понима дела перед род жутк страх но предыстор сейчас замуж любим человек забеременел упрос дела аборт мы спор руга боялась… полгод беремен недел малыш умер… искусствен род больниц родственник сказа дет кодат хотел бог наказа я рев перестав успел полюб ребенк говор ним дума муж плох бо выдерж уйдет… бо потеря последн любим человек кмп,2230
я больш яохранник работа чоп подрабатыва вышибал долг тп не пью кур чита художествен литератур в детств мечт поступ универ конкурс больш взял отслуж арм пришл бит люд работа парн уважа защища даг дво сильн поб одн слома челюст втор нос ключиц отправ дизел какимт чуд выкарабка ситуац регулярн хож качалк сво знаком умн друз котор обща школ устро жизн стебут охранник мо професс знают выхож работ безумн бо встрет знаком девушк вру работа слесар завод попов тк офис чоп территор пмп,1677
на работ уста нелицензион софт забекап форматнул постав freebsd линуx тачк перенес в баз дан полгод хз щас восстанавлива стар бекап шанс равн отруб плз рук иб инциатив инициатор,1023
ид прекрасн настроен нов плеер наушник игра чтот крут сзад идут симпатичн девушк в общ выпендр захотел идиот девушк симпатичн на полн ход поворачива сторон девушек улыба хоч чтот размах влета закрыт двер метр нос раскваш плеер вдребезг девушк смеют пристрел,1963
однажд пробес зубн врач в ел суш суш слома корен зуб надв расколол леч итог равн пришл зуб удал дума зажив спокойн так тепер изз отсутств нача перекос остальн зуб разн сторон тянут бол жутк приход нос уродск жутк скобк а работ связа постоя общен пмп,1698
фоб паук детств сестр вечн засовыва шапкиварежк засуна лифчик последн капл вид впада истерикуплакалатрясласькрича бо плач сам мерзк приспич туалет зашл пописа поднима глаз виж вис двер угада ужасн паучар сиж толчк минут телефон рук паук явн собира двига мест выйт мог чувств переноч фарфоров друг кмп,1361
у укра норков шуб в макдональдс изпод нос в полиц дал выход отделен девочк работ крут помогл шлюх обозва кмп,1443
был хорош работ денежн любим нормальн отношен коллектив руководств трижд предлага повышен отказыва люб сво участок начальник всяк мо просьб выб прибавк оклад а внезапн наеха вышестоя руководств отыгра темп работ подгоня успева чтот мегасрочн задержива остава работ в зам придра ухож обед минут положен срок все уход но придра ко я расстро обидел увол счита деньг работ найд пришл недел увольнен предыдущ пят месяц сиж дом у высш образован стаж работ обучаем страшн лошад шараха но звон принят все собеседован впуст зна мног положен горазд хуж пережива ужасн пристрел уста недоумева,2611
перв любов ночн прогулкитяжел музык боев поход пот надоел уйт красив достойн он инсценирова собствен смерт задействова друз родител полгод мо страдан мук депресс друз периодическ говор виновник случ итог пролежа полгод психушк а какт встрет улиц жив довольн нов девушкойпмп,7361
мне я стара примерн сын уч отличн хож музыкалк помога дом ноч шля пью кур дал родител горд хваста знаком недавн появ девушк любл большинств наверн посмеет подростков любов даж невзир чувств хорош девушк хорош сем одногодк мо мат терпет инач проститутк малолетн называ поводат дава стара дела встреча и апофеоз наел арбуз захотел туалет пробега матер сынул помог туалет хотел неимоверн выкрикива сейчас дела дел выхож обнаружива мат слез отец орет уж матер груб шалав довел обьяснен слышат возмуща выкручива мол позвон родител любим наговор гадост видет хочет кмп,5426
не работа бол ем счет мужчин пыта сильн обременя как подарк реч завож стара реж куша даб мужчин трат деньг ед вес кг рост ег поход погуля вып друз недолг утр происход дважд недел сегодн обнаруж чек оплат приватн танц тысяч рубл пристрел,1613
школ пробл сверстник бил обзыва унижа симпатичн рож им сам плох мозг стрем учеб перв огреба полн институт нача налажива знакомл нов людьм препод хвал одн девчонк ненавиж мил умн ехидн больн бит самолюб очаровательн улыбк прич зла умеет держа язык зуб нрав наш факультет дик парн обраща вниман ге остальн стрем понрав вдобавок влюбля девчонк обнима цел щек трепл волос коротк стрижк ход лохмат словн проснувш щенок препод ум готов семинар импровизир занят случайн познаком бывш одноклассниц узна школ трав хуж ненавиж сильн сумел справ комплекс кмп,3474
обычн настоя русск женщин отлича повышен жертвен попа мужик вмест от скук соблазн расчет длительн отношен как оказа перв женщин секс невыразительн умудр влюб добивалсядобива мне стал жалк привяза стал уважа доброт отзывчив готовн прийт помощ изначальн говор рассчитыва взаимност обольща но вер пыта брос n но возвраща отлуч секс терп впрям оскорбля молч говор нуж плат ресторан везт шопинг ленив обществен транспорт эт пмсосен депр бл не не хоч муча хорош человек выбра так судьб мазохист иначе…пмп может смерт отстанет,2987
переболел орз пошл осложнен уш врач диагностирова кохлеовестибулярн невр част головокружен постоя шум уш высок частот китайск пытк лечен существ я хоч ноч слуша тишин отдых трудов дня оста смог сдела в упор,5173
уж пар жив отдельн родител естествен зарплат хвата сам необходим сегодн приеха родител привезл куч ед солен копчен буженин а я ест не мог ангин сильн пью труд пмп,-2599
эпическ дерьмов жив неспокойн скаж район поэт нос перцов баллончик реш какимт неведом образ протеч мо сумк сумк паршив стечен обстоятельств помим тетрадок кошельк ключ проч фигн лежа косметик средств умыван общ жутк воня испорч куч дорог косметик изз разбира вынюхива поиск источник проблем жутк гор чешут рук лиц содержим сумк сто перемылаперечист глаз пальц вообщ страшн залезт линз нош сниматьодева мамочк хотел помоч постира мо сумк сожален знал внутрен карман сумк замк лежа документ общ зачетк безнадежн испорч нех постира флешк фотк отдых единствен экземпляр прекрасн пмп,2094
с наш школ отмен бесплатн завтракиобед бесплатн дают социальн незащищен я категор попа тк отец инвалид III группыэт счита случ обед дава пюр сосиск в школ обеда дом захож обед дают выда пюр спрашива а сосиск ответ ошеломля сосиск платник на сосиск пофиг дел дел примерн половин наш класс реб соседн я класс уч х стреля,-3143
на днях позвон бывш классн руководительниц предлож провест встреч выпускник не видел обрадова поначал обзванива один бывш одноклассник напомн проуч класс последн он стран сег подружк постоя прессингова итог перешл друг школ пот какоет тайк узнава жизн радова поступ вшивеньк педак заб сейчас захотел найт потеш самолюб нашл он живет франц пишет книг сценар стат у красив муж детиблизнец я диплом мгу сиж работ вис кред квартир муж изменя вдобавок вчер узна беремен уб,3281
сестр уеха кипр попрос покорм кот парн куп сумасшедш деньг забыва съезд вот сиж ноч бо кот сдохл утр пмп сдела,2814
мы собира лет еха город единствен аспирантур институт он предлож отъезд пожен равн планиру жит вмест ег сестр недолюблива ум сошл компан пьян дебиловпереостк окружа оскорбля толка друг друг мне гоповыходк дик сем любим интеллигентн мягк выродок е он месяц сид ше родител работ найт ребенок муж мужчин аттестат я понима злост завист никак провоцирова мо вин переступ порог дом я пыта налад отношен мил пыта постав мест изб я ход милиц родител взял заявлен сказа родител мам суд пап юрист друз прокуратур фсб проблем реш но отношен любим конец кмп,2741
был девушк полгод встреча но официальн расписа условн налев ход знал прич нет любов фигн но перв опыт любв труд доверя вообщ люд особ вер правд люб и наступа июл броса пасс голов переклин наст поезд вер покупа кольц приезжа работ предлага рук сердц соглаша июл лож спат макс ты знаеш ты надоел мы расста прошл полгод заработа депресс нерв вообщ похорон лет человек какимт истеричн существ стреля сил хвата,2896
в момент реш брос кур рад здоров здоров будущ дет стаж курен так момент прошл четыр с половин год и дел симптом отм наскольк зна длят нормальн люд недел максимум месяц жив туман постоя круж голов кажд ноч снит кур жру бегемот постоя отрыва родител друз изз повышен агрессивн минут становл против неужел психологическ физическ зависим засел глубок неужел лучш выход нача пар сдохнут рак легк пробл сердц ил долж конц дне жит полужизн постоя нехватк воздух неужел судьб буд бесконечн прокл вообщ нача пмп,1929
жен мо брат родител официальн развод но жив совершен нормальн сем мне знал поч рассказыва пмп я бо спрос,-1729
разб налед крыш машин котор коп полгод ремонт цен машин пристрел,2882
мне везет общен бабульк мне специальн преслед ждут накосяч чтонибуд обязательн высказа огрет однажд ед тролейбус учеб утр в тролейбус давк жест у наушник ух болта гдет остановк я вылез коекак чувств чтот удержива смотр наушник болта зацеп одн бабус дум потянул провод вообщ вытащ сво наушник вмест бабульк двер закр тролейбус уеха словам говнюк свиняч отдела полн сумк бутылк через некотор ед автобус девушк нача целова тут подход мил стар одуванчик так нежн взгляд посмотрел взял харкнул лиц вышл слов оборзел кмп,4527
реш снят карточк деньг рубл даб куп нов год подарк родител праздник вечер приход сообщен соцсет ктот нашел кошелек прав проездн остав сво номер телефон подума банальн спам мол позвон снимут нну сумм денег телефон естествен сообщен никак отреагирова на утр собир работ нигд онаруж кошельк а нем все прав проездн банковск карт кредитк визитк деньг поня сообщен развод позвон девушк нашл кошелек нем прав проездн денег естесствен ком помеша лишн куск нов год хоч выраз благодарн вернет прав проездн над а вообщ кмп,2360
род бедн сем без образован никт говор родител кажд четверк бил паха работ оплат учеб приговарив выуч обеспечива я слуша плох посовет поэт уч предел возможн всегд люб благодарн испорт зрен заработа сколиоз посад сердц законч университет красн диплом сейчас работа полставк учительниц перспект никак девственниц иб горбат полуслеп больн захочет жив копейк сним комнат крова комнат а родител мо младш сестр законч школ выскоч замуж успешн бизнесм куп квартир родител знат жела сестр молодец доб ничтожеств котор кмп любл люд отвернул дочер угроб пачк денег лиц помаха,8908
у младш брат разниц обо химб образован в студенческ год шутк называ маленьк братик неудачник уч красн дипл пользова больш спрос девушек говор расстраива подрастеш маленьк братик сейчас работа ним компан независим лаборатор я руководител обычн сотрудник и устро а сол историиснача отпуск недел экзотическ стран подцеп жутк инфекц лежа недел инфекцион зат заболел ребенок больничн недел когд вышел работ сообща мо должност занима брат руководител появля месяц работ начальств нужн брат сидел дом справк сдела знаком врач братец посмея лиц и маленьк братик неудачник пмп преда собствен брат,4265
мне женат я мечта собствен машин работа коп кажд копейк родител помогл собствен истор утр жен попрос машин прав показа основ вожден он хотел проеха подруг магазин поеха работ метр и разда звонок жен дума спрос чтот хочет орет телефон попа серьезн дтп ел оста жив машин всмятк я нереальн зол машин застрахова я приезжа дом виж жен слеза наора удар лиц сильн и оказыва разбит фар поцарапа крыл б может нормальн эмоц расказа жен разговарива развод кмп,1804
месяц копош презентац насобира куч материаловфот музеевперевод татарск русскийпот английский бацпотеря флешкугд сохранилаэт завтр еха защит презентациючт зна в общ пмп,2691
нескольк влюб коллег работ свободн он знал мо чувств флирт дел шло ну мелк мелк помощ рабоч ситуац в ма ограб сильн изб попа больниц позвон я ним месяц болел нос больниц ед бега дом готов убира трудн дела изз травм он откр глаз хочет месяц окончательн выздоровел чувств ко что вообщ помн дава надежд какиет отношен я хоч жит всерьез дума приня побольш таблеток поконч навсегд но родителипенсионер ник получа мог умерет и жит мог пристрел сердц муча,3757
реш сдат анализ моч кров мест работ работа больниц звон лаборатор готовыд готов начальниц попрос занест возьмеш в след личн стол став банк гляд быстр результат бесплатн сыр мышеловк кмп,-2123
ядевушк у мо подруг нача проблем сем приход ко переночева дня заб сво личн дневник схож мо тетрад стих ну дум позвон попрос приеха дневник остав зазрен совест стол ушл тренировк прихож дом мат игнор доч бабушк крич спрашива чем дел показыва дневник подруг описан очередн пьянк постельн сцен мат слуша хочет отец изб жизн родн ненавидитсчита шлюх последн алкот пмп,4435
мо главн проблем мат в мо детств занима личн жизн исполн реш наверста упущен тотальн контрол проверк предмет а нук дыхн прогулк вечер инач инфаркт пришл вал город уч бюджетн подрабатыва возвраща родн город опаньк сюрприз матушк преврат классическ алкоголичк сгора стыд звон мобильн тво мам видел школ пьян валя агресс попытк пореза нож угроз проклят апофеоз стал попытк суицид отказа прийт гост др гост ждал сказа прид след как результат сво др провел больниц родительниц кида врач матер сапожник сейчас жив границ вышл замуж но знает и узна недостойн зат появ отличн повод вспомн дочурк умниц молодчин прос деньг пмп,4124
